deltaP,Umax,Re,Cu,n,Nu0,NuInf,Lambda,AvgOmega,AvgNu,AvgVel,AvgP,PG,q,AvgVelOut
0.000100,8.65E-06,0.0115298,1,0.6,0.3,0,46256900,0.432821,0.603474,2.13E-06,0.998666,2.51E-07,0.000857918,2.16E-06
0.000100,6.93E-06,0.00692531,1,0.6,0.4,0,57759100,0.393627,0.680159,1.58E-06,0.998666,2.51E-07,0.000634259,1.59E-06
0.000100,5.93E-06,0.00474307,1,0.6,0.5,0,67466800,0.360688,0.757494,1.24E-06,0.998666,2.51E-07,0.000498289,1.25E-06
0.000100,5.32E-06,0.00354488,1,0.6,0.6,0,75225900,0.331807,0.837934,1.01E-06,0.998666,2.51E-07,0.000405703,1.02E-06
0.000100,4.91E-06,0.00280428,1,0.6,0.7,0,81507900,0.306246,0.921782,8.46E-07,0.998665,2.51E-07,0.000339221,8.52E-07
0.000100,4.58E-06,0.00229239,1,0.6,0.8,0,87245100,0.284019,1.00697,7.26E-07,0.998665,2.51E-07,0.000290679,7.30E-07
0.000500,1.19E-04,0.475019,1,0.6,0.1,0,3368290,0.54891,0.440597,3.14E-05,0.998164,1.25E-06,0.0126452,3.18E-05
0.000500,6.15E-05,0.122916,1,0.6,0.2,0,6508530,0.481539,0.525558,1.60E-05,0.998159,1.25E-06,0.00646022,1.62E-05
0.000500,4.33E-05,0.0577033,1,0.6,0.3,0,9242680,0.432792,0.603526,1.07E-05,0.998156,1.25E-06,0.00429368,1.08E-05
0.000500,3.47E-05,0.0346592,1,0.6,0.4,0,11541000,0.393607,0.680202,7.88E-06,0.998155,1.25E-06,0.00317439,7.98E-06
0.000500,2.97E-05,0.0237377,1,0.6,0.5,0,13480700,0.360629,0.757645,6.20E-06,0.998154,1.25E-06,0.00249383,6.27E-06
0.000500,2.66E-05,0.0177319,1,0.6,0.6,0,15038800,0.331816,0.837906,5.05E-06,0.998153,1.25E-06,0.00203115,5.10E-06
0.000500,2.45E-05,0.0140273,1,0.6,0.7,0,16294800,0.306278,0.92167,4.23E-06,0.998152,1.25E-06,0.00169839,4.27E-06
0.000500,2.29E-05,0.0114667,1,0.6,0.8,0,17441800,0.284016,1.00698,3.63E-06,0.998151,1.25E-06,0.00145529,3.66E-06
0.001000,2.38E-04,0.951144,1,0.6,0.1,0,1682180,0.548896,0.440613,6.28E-05,0.997535,2.51E-06,0.0252988,6.36E-05
0.001000,1.23E-04,0.24612,1,0.6,0.2,0,3250450,0.481511,0.525598,3.21E-05,0.997524,2.51E-06,0.0129347,3.25E-05
0.001000,8.67E-05,0.115543,1,0.6,0.3,0,4615900,0.432774,0.603558,2.13E-05,0.997519,2.51E-06,0.00859758,2.16E-05
0.001000,6.94E-05,0.0694,1,0.6,0.4,0,5763690,0.393573,0.680274,1.58E-05,0.997516,2.51E-06,0.00635652,1.60E-05
0.001000,5.94E-05,0.0475313,1,0.6,0.5,0,6732410,0.360597,0.757727,1.24E-05,0.997513,2.51E-06,0.00499381,1.25E-05
0.001000,5.32E-05,0.0354824,1,0.6,0.6,0,7515460,0.331827,0.837873,1.01E-05,0.997511,2.51E-06,0.00406891,1.02E-05
0.001000,4.91E-05,0.0280693,1,0.6,0.7,0,8143100,0.30629,0.921628,8.47E-06,0.997509,2.51E-06,0.00340231,8.55E-06
0.001000,4.59E-05,0.0229454,1,0.6,0.8,0,8716330,0.284038,1.00688,7.28E-06,0.997508,2.51E-06,0.00291534,7.32E-06
0.005000,1.20E-03,4.80045,1,0.6,0.1,0,333302,0.548677,0.440856,0.000310026,0.9925,1.25E-05,0.125559,0.000315474
0.005000,0.000621134,1.24227,1,0.6,0.2,0,643983,0.481335,0.525852,0.000160863,0.99244,1.25E-05,0.0652001,0.000163819
0.005000,0.000437406,0.583208,1,0.6,0.3,0,914483,0.432553,0.603952,1.07E-04,0.992414,1.25E-05,0.0433955,1.09E-04
0.005000,3.50E-04,0.350302,1,0.6,0.4,0,1141870,0.393368,0.680716,7.91E-05,0.992398,1.25E-05,0.0320956,8.06E-05
0.005000,3.00E-04,0.239916,1,0.6,0.5,0,1333800,0.360336,0.758397,6.22E-05,0.992387,1.25E-05,0.0252179,6.34E-05
0.005000,2.67E-04,0.178164,1,0.6,0.6,0,1496750,0.331926,0.837573,5.09E-05,0.992377,1.25E-05,0.0206125,5.18E-05
0.005000,2.47E-04,0.140938,1,0.6,0.7,0,1621790,0.306351,0.921408,4.26E-05,0.992368,1.25E-05,0.0172357,4.33E-05
0.005000,2.30E-04,0.115208,1,0.6,0.8,0,1735990,0.284141,1.00646,3.66E-05,0.992359,1.25E-05,0.0147699,3.71E-05
0.010000,0.00242878,9.71511,1,0.6,0.1,0,164692,0.548147,0.441443,6.02E-04,0.986217,2.51E-05,0.245724,6.17E-04
0.010000,0.00125717,2.51434,1,0.6,0.2,0,318175,0.481084,0.526214,0.000322073,0.986078,2.51E-05,0.131538,0.000330498
0.010000,0.000885338,1.18045,1,0.6,0.3,0,451805,0.432284,0.604431,2.15E-04,0.986023,2.51E-05,0.0878041,2.21E-04
0.010000,7.09E-04,0.709038,1,0.6,0.4,0,564145,0.393017,0.681473,0.000158974,0.985991,2.51E-05,0.0649832,0.000163274
0.010000,6.07E-04,0.485605,1,0.6,0.5,0,658971,0.360007,0.759242,0.000124993,0.985968,2.51E-05,0.0510716,0.000128321
0.010000,5.40E-04,0.359959,1,0.6,0.6,0,740826,0.331709,0.838231,1.02E-04,0.985948,2.51E-05,0.0417947,1.05E-04
0.010000,4.96E-04,0.283369,1,0.6,0.7,0,806621,0.306481,0.920947,8.60E-05,0.98593,2.51E-05,0.0350496,8.81E-05
0.010000,4.63E-04,0.23163,1,0.6,0.8,0,863446,0.284296,1.00582,7.39E-05,0.985912,2.51E-05,0.0300383,7.55E-05
0.000010,2.37E-06,0.00948956,1,0.7,0.1,0,168606000,0.514174,0.481622,2.43E-07,0.998781,2.51E-08,9.80E-05,2.46E-07
0.000010,1.23E-06,0.00245549,1,0.7,0.2,0,325801000,0.428114,0.611942,1.27E-07,0.998781,2.51E-08,5.13E-05,1.29E-07
0.000010,8.65E-07,0.00115274,1,0.7,0.3,0,462667000,0.368507,0.737885,8.69E-08,0.998781,2.51E-08,3.49E-05,8.78E-08
0.000010,6.92E-07,0.000692385,1,0.7,0.4,0,577714000,0.323318,0.864311,6.61E-08,0.998781,2.51E-08,2.64E-05,6.64E-08
0.000010,5.93E-07,0.000474207,1,0.7,0.5,0,674811000,0.287508,0.992721,5.34E-08,0.998781,2.51E-08,2.12E-05,5.33E-08
0.000010,5.32E-07,0.000354454,1,0.7,0.6,0,752331000,0.258023,1.12521,4.48E-08,0.998781,2.51E-08,1.77E-05,4.44E-08
0.000010,4.91E-07,0.000280402,1,0.7,0.7,0,815156000,0.233387,1.26157,3.86E-08,0.998781,2.51E-08,1.51E-05,3.80E-08
0.000010,4.58E-07,0.000229218,1,0.7,0.8,0,872533000,0.212801,1.39974,3.41E-08,0.998781,2.51E-08,1.33E-05,3.34E-08
0.000050,1.19E-05,0.0474522,1,0.7,0.1,0,33718100,0.514173,0.481624,1.22E-06,0.998731,1.25E-07,0.000490283,1.23E-06
0.000050,6.14E-06,0.0122786,1,0.7,0.2,0,65154000,0.428121,0.61193,6.36E-07,0.99873,1.25E-07,0.000256418,6.44E-07
0.000050,4.32E-06,0.00576423,1,0.7,0.3,0,92524700,0.368505,0.737888,4.35E-07,0.99873,1.25E-07,1.75E-04,4.39E-07
0.000050,3.46E-06,0.00346225,1,0.7,0.4,0,115532000,0.323316,0.864316,3.31E-07,0.99873,1.25E-07,0.000132246,3.32E-07
0.000050,2.96E-06,0.00237126,1,0.7,0.5,0,134949000,0.287506,0.992728,2.67E-07,0.99873,1.25E-07,0.000106152,2.67E-07
0.000050,2.66E-06,0.00177234,1,0.7,0.6,0,150460000,0.258023,1.12521,2.24E-07,0.998729,1.25E-07,8.84E-05,2.22E-07
0.000050,2.45E-06,0.00140207,1,0.7,0.7,0,163024000,0.233388,1.26157,1.93E-07,0.998729,1.25E-07,7.57E-05,1.90E-07
0.000050,2.29E-06,0.00114614,1,0.7,0.8,0,174499000,0.212786,1.39985,1.71E-07,0.998729,1.25E-07,6.64E-05,1.67E-07
0.000100,2.37E-05,0.0949154,1,0.7,0.1,0,16857100,0.514172,0.481625,2.43E-06,0.998667,2.51E-07,0.000980691,2.46E-06
0.000100,1.23E-05,0.0245601,1,0.7,0.2,0,32573200,0.42811,0.611949,1.27E-06,0.998667,2.51E-07,0.000512903,1.29E-06
0.000100,8.65E-06,0.0115298,1,0.7,0.3,0,46256900,0.368503,0.737895,8.69E-07,0.998666,2.51E-07,3.49E-04,8.78E-07
0.000100,6.93E-06,0.00692531,1,0.7,0.4,0,57759100,0.323317,0.864315,6.61E-07,0.998666,2.51E-07,0.000264528,6.65E-07
0.000100,5.93E-06,0.00474307,1,0.7,0.5,0,67466800,0.287504,0.992736,5.34E-07,0.998665,2.51E-07,0.000212333,5.34E-07
0.000100,5.32E-06,0.00354488,1,0.7,0.6,0,75225900,0.258024,1.1252,4.48E-07,0.998665,2.51E-07,0.000176908,4.44E-07
0.000100,4.91E-06,0.00280428,1,0.7,0.7,0,81507900,0.233379,1.26162,3.87E-07,0.998665,2.51E-07,0.000151471,3.81E-07
0.000100,4.58E-06,0.00229239,1,0.7,0.8,0,87245100,0.212802,1.39973,3.41E-07,0.998664,2.51E-07,0.000132818,3.34E-07
0.000500,1.19E-04,0.475019,1,0.7,0.1,0,3368290,0.514161,0.481639,1.22E-05,0.998161,1.25E-06,4.91E-03,1.23E-05
0.000500,6.15E-05,0.122916,1,0.7,0.2,0,6508530,0.428104,0.611961,6.36E-06,0.998158,1.25E-06,0.00256723,6.45E-06
0.000500,4.33E-05,0.0577033,1,0.7,0.3,0,9242680,0.368485,0.737938,4.35E-06,0.998156,1.25E-06,1.75E-03,4.40E-06
0.000500,3.47E-05,0.0346592,1,0.7,0.4,0,11541000,0.32329,0.864398,3.31E-06,0.998154,1.25E-06,0.00132411,3.33E-06
0.000500,2.97E-05,0.0237377,1,0.7,0.5,0,13480700,0.287482,0.992826,2.67E-06,0.998152,1.25E-06,0.00106281,2.67E-06
0.000500,2.66E-05,0.0177319,1,0.7,0.6,0,15038800,0.258018,1.12523,2.24E-06,0.99815,1.25E-06,0.000885666,2.23E-06
0.000500,2.45E-05,0.0140273,1,0.7,0.7,0,16294800,0.233385,1.26159,1.93E-06,0.998148,1.25E-06,0.000758321,1.91E-06
0.000500,2.29E-05,0.0114667,1,0.7,0.8,0,17441800,0.212813,1.39965,1.71E-06,0.998146,1.25E-06,0.000664938,1.67E-06
0.001000,2.38E-04,0.951144,1,0.7,0.1,0,1682180,0.514148,0.481655,2.43E-05,0.997529,2.51E-06,0.00982925,2.47E-05
0.001000,1.23E-04,0.24612,1,0.7,0.2,0,3250450,0.428075,0.612013,1.27E-05,0.997522,2.51E-06,0.00514124,1.29E-05
0.001000,8.67E-05,0.115543,1,0.7,0.3,0,4615900,0.368452,0.73802,8.70E-06,0.997517,2.51E-06,3.50E-03,8.80E-06
0.001000,6.94E-05,0.0694,1,0.7,0.4,0,5763690,0.323264,0.864481,6.62E-06,0.997514,2.51E-06,0.00265168,6.66E-06
0.001000,5.94E-05,0.0475313,1,0.7,0.5,0,6732410,0.287458,0.992922,5.35E-06,0.99751,2.51E-06,0.0021285,5.35E-06
0.001000,5.32E-05,0.0354824,1,0.7,0.6,0,7515460,0.258037,1.12514,4.49E-06,0.997506,2.51E-06,0.00177416,4.46E-06
0.001000,4.91E-05,0.0280693,1,0.7,0.7,0,8143100,0.233393,1.26154,3.87E-06,0.997502,2.51E-06,0.00151907,3.82E-06
0.001000,4.59E-05,0.0229454,1,0.7,0.8,0,8716330,0.212815,1.39964,3.42E-06,0.997498,2.51E-06,0.001332,3.35E-06
0.005000,0.00120011,4.80045,1,0.7,0.1,0,333302,0.514043,0.481787,1.22E-04,0.992468,1.25E-05,0.0496385,1.25E-04
0.005000,0.000621134,1.24227,1,0.7,0.2,0,643983,0.427924,0.612288,6.39E-05,0.99243,1.25E-05,0.0259807,6.53E-05
0.005000,4.37E-04,0.583208,1,0.7,0.3,0,914483,0.368269,0.738469,4.37E-05,0.992409,1.25E-05,0.0177051,4.45E-05
0.005000,3.50E-04,0.350302,1,0.7,0.4,0,1141870,0.323069,0.865106,3.32E-05,0.99239,1.25E-05,0.0134026,3.37E-05
0.005000,3.00E-04,0.239916,1,0.7,0.5,0,1333800,0.287258,0.99373,2.69E-05,0.992371,1.25E-05,0.010759,2.70E-05
0.005000,2.67E-04,0.178164,1,0.7,0.6,0,1496750,0.258099,1.12483,2.26E-05,0.992352,1.25E-05,0.00898539,2.26E-05
0.005000,2.47E-04,0.140938,1,0.7,0.7,0,1621790,0.233453,1.26117,1.95E-05,0.992333,1.25E-05,0.00769366,1.93E-05
0.005000,2.30E-04,0.115208,1,0.7,0.8,0,1735990,0.21288,1.39916,1.72E-05,0.992314,1.25E-05,0.00674638,1.70E-05
0.010000,0.00242878,9.71511,1,0.7,0.1,0,164692,0.513891,0.481979,2.45E-04,0.986135,2.51E-05,0.100493,2.52E-04
0.010000,0.00125717,2.51434,1,0.7,0.2,0,318175,0.427721,0.612657,0.000128543,0.986058,2.51E-05,0.0526634,0.00013232
0.010000,8.85E-04,1.18045,1,0.7,0.3,0,451805,0.368049,0.73901,8.78E-05,0.986015,2.51E-05,0.0358956,9.02E-05
0.010000,7.09E-04,0.709038,1,0.7,0.4,0,564145,0.322835,0.865854,6.68E-05,0.985977,2.51E-05,0.0271753,6.83E-05
0.010000,6.07E-04,0.485605,1,0.7,0.5,0,658971,0.287016,0.99471,5.40E-05,0.98594,2.51E-05,0.0218169,5.48E-05
0.010000,5.40E-04,0.359959,1,0.7,0.6,0,740826,0.257943,1.12561,4.55E-05,0.985902,2.51E-05,0.0182338,4.58E-05
0.010000,4.96E-04,0.283369,1,0.7,0.7,0,806621,0.233531,1.2607,3.93E-05,0.985865,2.51E-05,0.0156404,3.93E-05
0.010000,4.63E-04,0.23163,1,0.7,0.8,0,863446,0.212955,1.39861,3.47E-05,0.985828,2.51E-05,0.0137149,3.45E-05
0.000010,2.37E-06,0.00948956,1,0.8,0.1,0,168606000,0.478022,0.530651,1.20E-07,0.998781,2.51E-08,4.86E-05,1.22E-07
0.000010,1.23E-06,0.00245549,1,0.8,0.2,0,325801000,0.37757,0.716172,6.47E-08,0.998781,2.51E-08,2.59E-05,6.52E-08
0.000010,8.65E-07,0.00115274,1,0.8,0.3,0,462667000,0.312589,0.899697,4.55E-08,0.998781,2.51E-08,1.80E-05,4.52E-08
0.000010,6.92E-07,0.000692385,1,0.8,0.4,0,577714000,0.266492,1.08415,3.57E-08,0.998781,2.51E-08,1.39E-05,3.50E-08
0.000010,5.93E-07,0.000474207,1,0.8,0.5,0,674811000,0.23197,1.2703,2.98E-08,0.998781,2.51E-08,1.15E-05,2.89E-08
0.000010,5.32E-07,0.000354454,1,0.8,0.6,0,752331000,0.204951,1.45974,2.59E-08,0.998781,2.51E-08,9.87E-06,2.48E-08
0.000010,4.91E-07,0.000280402,1,0.8,0.7,0,815156000,0.183296,1.65188,2.31E-08,0.998781,2.51E-08,8.74E-06,2.20E-08
0.000010,4.58E-07,0.000229218,1,0.8,0.8,0,872533000,0.165665,1.84543,2.11E-08,0.998781,2.51E-08,7.91E-06,1.99E-08
0.000050,1.19E-05,0.0474522,1,0.8,0.1,0,33718100,0.478021,0.530652,6.01E-07,0.998731,1.25E-07,0.000243126,6.11E-07
0.000050,6.14E-06,0.0122786,1,0.8,0.2,0,65154000,0.377569,0.716174,3.24E-07,0.99873,1.25E-07,0.000129734,3.26E-07
0.000050,4.32E-06,0.00576423,1,0.8,0.3,0,92524700,0.312588,0.8997,2.28E-07,0.99873,1.25E-07,9.00E-05,2.26E-07
0.000050,3.46E-06,0.00346225,1,0.8,0.4,0,115532000,0.266491,1.08416,1.79E-07,0.998729,1.25E-07,6.97E-05,1.75E-07
0.000050,2.96E-06,0.00237126,1,0.8,0.5,0,134949000,0.231971,1.27029,1.49E-07,0.998729,1.25E-07,5.75E-05,1.44E-07
0.000050,2.66E-06,0.00177234,1,0.8,0.6,0,150460000,0.204951,1.45974,1.29E-07,0.998729,1.25E-07,4.94E-05,1.24E-07
0.000050,2.45E-06,0.00140207,1,0.8,0.7,0,163024000,0.183297,1.65188,1.15E-07,0.998728,1.25E-07,4.37E-05,1.10E-07
0.000050,2.29E-06,0.00114614,1,0.8,0.8,0,174499000,0.165665,1.84542,1.05E-07,0.998728,1.25E-07,3.96E-05,9.94E-08
0.000100,2.37E-05,0.0949154,1,0.8,0.1,0,16857100,0.47802,0.530654,1.20E-06,0.998667,2.51E-07,0.00048632,1.22E-06
0.000100,1.23E-05,0.0245601,1,0.8,0.2,0,32573200,0.377568,0.716177,6.48E-07,0.998666,2.51E-07,0.000259504,6.52E-07
0.000100,8.65E-06,0.0115298,1,0.8,0.3,0,46256900,0.312591,0.899691,4.55E-07,0.998666,2.51E-07,0.000180061,4.52E-07
0.000100,6.93E-06,0.00692531,1,0.8,0.4,0,57759100,0.266489,1.08416,3.57E-07,0.998665,2.51E-07,0.000139411,3.50E-07
0.000100,5.93E-06,0.00474307,1,0.8,0.5,0,67466800,0.231968,1.27032,2.98E-07,0.998664,2.51E-07,1.15E-04,2.89E-07
0.000100,5.32E-06,0.00354488,1,0.8,0.6,0,75225900,0.204948,1.45976,2.59E-07,0.998664,2.51E-07,9.88E-05,2.48E-07
0.000100,4.91E-06,0.00280428,1,0.8,0.7,0,81507900,0.183297,1.65188,2.31E-07,0.998663,2.51E-07,8.74E-05,2.20E-07
0.000100,4.58E-06,0.00229239,1,0.8,0.8,0,87245100,0.165666,1.84542,2.11E-07,0.998663,2.51E-07,7.91E-05,1.99E-07
0.000500,1.19E-04,0.475019,1,0.8,0.1,0,3368290,0.478012,0.530666,6.02E-06,0.998162,1.25E-06,0.00243431,6.12E-06
0.000500,6.15E-05,0.122916,1,0.8,0.2,0,6508530,0.377557,0.716203,3.24E-06,0.998157,1.25E-06,0.00129898,3.26E-06
0.000500,4.33E-05,0.0577033,1,0.8,0.3,0,9242680,0.312575,0.899744,2.28E-06,0.998153,1.25E-06,0.000901306,2.26E-06
0.000500,3.47E-05,0.0346592,1,0.8,0.4,0,11541000,0.266478,1.08422,1.79E-06,0.99815,1.25E-06,0.000697851,1.75E-06
0.000500,2.97E-05,0.0237377,1,0.8,0.5,0,13480700,0.231959,1.27037,1.49E-06,0.998146,1.25E-06,0.000575415,1.45E-06
0.000500,2.66E-05,0.0177319,1,0.8,0.6,0,15038800,0.204955,1.45971,1.29E-06,0.998143,1.25E-06,0.000494372,1.24E-06
0.000500,2.45E-05,0.0140273,1,0.8,0.7,0,16294800,0.1833,1.65185,1.16E-06,0.99814,1.25E-06,0.000437527,1.10E-06
0.000500,2.29E-05,0.0114667,1,0.8,0.8,0,17441800,0.165668,1.84538,1.05E-06,0.998138,1.25E-06,3.96E-04,9.96E-07
0.001000,0.000237786,0.951144,1,0.8,0.1,0,1682180,0.478001,0.530681,1.20E-05,0.997529,2.51E-06,0.00487539,1.22E-05
0.001000,1.23E-04,0.24612,1,0.8,0.2,0,3250450,0.377542,0.716236,6.48E-06,0.997521,2.51E-06,0.00260163,6.54E-06
0.001000,8.67E-05,0.115543,1,0.8,0.3,0,4615900,0.312553,0.899819,4.56E-06,0.997513,2.51E-06,0.00180517,4.54E-06
0.001000,6.94E-05,0.0694,1,0.8,0.4,0,5763690,0.266464,1.08429,3.57E-06,0.997505,2.51E-06,0.0013977,3.51E-06
0.001000,5.94E-05,0.0475313,1,0.8,0.5,0,6732410,0.231942,1.27047,2.98E-06,0.997498,2.51E-06,0.00115248,2.90E-06
0.001000,5.32E-05,0.0354824,1,0.8,0.6,0,7515460,0.204958,1.45969,2.59E-06,0.997492,2.51E-06,0.000990285,2.49E-06
0.001000,4.91E-05,0.0280693,1,0.8,0.7,0,8143100,0.183304,1.65181,2.31E-06,0.997487,2.51E-06,0.000876422,2.20E-06
0.001000,4.59E-05,0.0229454,1,0.8,0.8,0,8716330,0.165672,1.84534,2.11E-06,0.997482,2.51E-06,0.000793682,1.99E-06
0.005000,0.00120011,4.80045,1,0.8,0.1,0,333302,0.477917,0.530805,6.05E-05,0.99247,1.25E-05,0.0246515,6.19E-05
0.005000,6.21E-04,1.24227,1,0.8,0.2,0,643983,0.377424,0.716513,3.26E-05,0.992427,1.25E-05,0.0131567,3.31E-05
0.005000,0.000437406,0.583208,1,0.8,0.3,0,914483,0.312443,0.900193,2.29E-05,0.992387,1.25E-05,0.00912962,2.29E-05
0.005000,3.50E-04,0.350302,1,0.8,0.4,0,1141870,0.266348,1.08483,1.80E-05,0.99235,1.25E-05,0.0070693,1.78E-05
0.005000,3.00E-04,0.239916,1,0.8,0.5,0,1333800,0.231835,1.27114,1.50E-05,0.992316,1.25E-05,0.00582946,1.46E-05
0.005000,2.67E-04,0.178164,1,0.8,0.6,0,1496750,0.204985,1.45947,1.30E-05,0.992285,1.25E-05,0.00501412,1.26E-05
0.005000,2.47E-04,0.140938,1,0.8,0.7,0,1621790,0.183334,1.65151,1.16E-05,0.992259,1.25E-05,0.00443758,1.11E-05
0.005000,2.30E-04,0.115208,1,0.8,0.8,0,1735990,0.165702,1.84497,1.06E-05,0.992234,1.25E-05,0.00401856,1.01E-05
0.010000,2.43E-03,9.71511,1,0.8,0.1,0,164692,0.477809,0.530963,1.22E-04,0.98614,2.51E-05,0.050006,1.26E-04
0.010000,0.00125717,2.51434,1,0.8,0.2,0,318175,0.37729,0.716826,6.55E-05,0.986054,2.51E-05,0.0266947,6.71E-05
0.010000,0.000885338,1.18045,1,0.8,0.3,0,451805,0.312295,0.9007,4.61E-05,0.985976,2.51E-05,0.0185257,4.65E-05
0.010000,7.09E-04,0.709038,1,0.8,0.4,0,564145,0.266202,1.08551,3.61E-05,0.985901,2.51E-05,1.43E-02,3.60E-05
0.010000,6.07E-04,0.485605,1,0.8,0.5,0,658971,0.231696,1.272,3.02E-05,0.985833,2.51E-05,0.0118311,2.97E-05
0.010000,5.40E-04,0.359959,1,0.8,0.6,0,740826,0.204915,1.46002,2.62E-05,0.985775,2.51E-05,0.0101812,2.56E-05
0.010000,4.96E-04,0.283369,1,0.8,0.7,0,806621,0.183373,1.65112,2.34E-05,0.98572,2.51E-05,0.00901779,2.27E-05
0.010000,4.63E-04,0.23163,1,0.8,0.8,0,863446,0.16574,1.84452,2.14E-05,0.985672,2.51E-05,0.00816627,2.05E-05
0.000010,2.37E-06,0.00948956,1,0.9,0.1,0,168606000,0.444673,0.582948,7.03E-08,0.998781,2.51E-08,2.83E-05,7.12E-08
0.000010,1.23E-06,0.00245549,1,0.9,0.2,0,325801000,0.335476,0.826947,3.92E-08,0.998781,2.51E-08,1.54E-05,3.88E-08
0.000010,8.65E-07,0.00115274,1,0.9,0.3,0,462667000,0.26955,1.06996,2.86E-08,0.998781,2.51E-08,1.10E-05,2.77E-08
0.000010,6.92E-07,0.000692385,1,0.9,0.4,0,577714000,0.225227,1.31332,2.34E-08,0.998781,2.51E-08,8.87E-06,2.23E-08
0.000010,5.93E-07,0.000474207,1,0.9,0.5,0,674811000,0.193339,1.55742,2.03E-08,0.998781,2.51E-08,7.61E-06,1.91E-08
0.000010,5.32E-07,0.000354454,1,0.9,0.6,0,752331000,0.169224,1.80311,1.82E-08,0.998781,2.51E-08,6.79E-06,1.71E-08
0.000010,4.91E-07,0.000280402,1,0.9,0.7,0,815156000,0.150352,2.05036,1.68E-08,0.998781,2.51E-08,6.22E-06,1.56E-08
0.000010,4.58E-07,0.000229218,1,0.9,0.8,0,872533000,0.135241,2.29808,1.58E-08,0.99878,2.51E-08,5.80E-06,1.46E-08
0.000050,1.19E-05,0.0474522,1,0.9,0.1,0,33718100,0.444673,0.582948,3.51E-07,0.998731,1.25E-07,0.000141655,3.56E-07
0.000050,6.14E-06,0.0122786,1,0.9,0.2,0,65154000,0.335478,0.826941,1.96E-07,0.99873,1.25E-07,7.72E-05,1.94E-07
0.000050,4.32E-06,0.00576423,1,0.9,0.3,0,92524700,0.26955,1.06996,1.43E-07,0.998729,1.25E-07,5.52E-05,1.39E-07
0.000050,3.46E-06,0.00346225,1,0.9,0.4,0,115532000,0.225227,1.31332,1.17E-07,0.998729,1.25E-07,4.44E-05,1.12E-07
0.000050,2.96E-06,0.00237126,1,0.9,0.5,0,134949000,0.193339,1.55742,1.01E-07,0.998728,1.25E-07,3.81E-05,9.56E-08
0.000050,2.66E-06,0.00177234,1,0.9,0.6,0,150460000,0.169224,1.80311,9.12E-08,0.998728,1.25E-07,3.40E-05,8.53E-08
0.000050,2.45E-06,0.00140207,1,0.9,0.7,0,163024000,0.150352,2.05036,8.41E-08,0.998728,1.25E-07,3.11E-05,7.81E-08
0.000050,2.29E-06,0.00114614,1,0.9,0.8,0,174499000,0.135241,2.29807,7.88E-08,0.998727,1.25E-07,2.90E-05,7.29E-08
0.000100,2.37E-05,0.0949154,1,0.9,0.1,0,16857100,0.444672,0.582949,7.03E-07,0.998667,2.51E-07,0.000283352,7.12E-07
0.000100,1.23E-05,0.0245601,1,0.9,0.2,0,32573200,0.335477,0.826943,3.92E-07,0.998666,2.51E-07,0.000154346,3.88E-07
0.000100,8.65E-06,0.0115298,1,0.9,0.3,0,46256900,0.269549,1.06997,2.86E-07,0.998665,2.51E-07,1.10E-04,2.78E-07
0.000100,6.93E-06,0.00692531,1,0.9,0.4,0,57759100,0.225226,1.31333,2.34E-07,0.998664,2.51E-07,8.88E-05,2.23E-07
0.000100,5.93E-06,0.00474307,1,0.9,0.5,0,67466800,0.193338,1.55743,2.03E-07,0.998663,2.51E-07,7.61E-05,1.91E-07
0.000100,5.32E-06,0.00354488,1,0.9,0.6,0,75225900,0.169224,1.8031,1.82E-07,0.998662,2.51E-07,6.79E-05,1.71E-07
0.000100,4.91E-06,0.00280428,1,0.9,0.7,0,81507900,0.150352,2.05036,1.68E-07,0.998662,2.51E-07,6.22E-05,1.56E-07
0.000100,4.58E-06,0.00229239,1,0.9,0.8,0,87245100,0.135241,2.29807,1.58E-07,0.998661,2.51E-07,5.80E-05,1.46E-07
0.000500,1.19E-04,0.475019,1,0.9,0.1,0,3368290,0.444666,0.58296,3.52E-06,0.998162,1.25E-06,0.00141842,3.56E-06
0.000500,6.15E-05,0.122916,1,0.9,0.2,0,6508530,0.335472,0.826958,1.96E-06,0.998155,1.25E-06,0.000772629,1.94E-06
0.000500,4.33E-05,0.0577033,1,0.9,0.3,0,9242680,0.269544,1.06999,1.43E-06,0.998148,1.25E-06,5.53E-04,1.39E-06
0.000500,3.47E-05,0.0346592,1,0.9,0.4,0,11541000,0.225221,1.31336,1.17E-06,0.998143,1.25E-06,4.44E-04,1.12E-06
0.000500,2.97E-05,0.0237377,1,0.9,0.5,0,13480700,0.193344,1.55738,1.01E-06,0.998139,1.25E-06,3.81E-04,9.58E-07
0.000500,2.66E-05,0.0177319,1,0.9,0.6,0,15038800,0.169226,1.80309,9.13E-07,0.998136,1.25E-06,0.000340114,8.55E-07
0.000500,2.45E-05,0.0140273,1,0.9,0.7,0,16294800,0.150353,2.05034,8.41E-07,0.998133,1.25E-06,3.11E-04,7.83E-07
0.000500,2.29E-05,0.0114667,1,0.9,0.8,0,17441800,0.135242,2.29805,7.88E-07,0.998131,1.25E-06,2.90E-04,7.30E-07
0.001000,0.000237786,0.951144,1,0.9,0.1,0,1682180,0.444662,0.582966,7.04E-06,0.99753,2.51E-06,0.00284098,7.14E-06
0.001000,1.23E-04,0.24612,1,0.9,0.2,0,3250450,0.335466,0.826977,3.92E-06,0.997515,2.51E-06,0.00154753,3.89E-06
